,Date,Open,High,Low,Close,Volume,year,TrendValue,Trend,Up Days,Down Days,RSI,Close Rateofchange,OBV,VWAP,Prediction Value
2946,2011-10-19,5080.45,5148.05,5075.3,5139.15,117468754,2011,90.0,Uptrend,90.0,0.0,98.58965369801528,-0.00020427220730712126,26700600201,4965.785006219306,1
2947,2011-10-20,5086.55,5099.0,5033.95,5091.9,119333986,2011,-49.0,Downtrend,0.0,49.0,98.83628206038716,-0.00805532557346722,26581266215,4964.225419001608,0
2948,2011-10-21,5106.6,5120.75,5037.95,5049.95,109893599,2011,21.0,Uptrend,21.0,0.0,98.75285700977079,0.025651701481624434,26471372616,4962.049721425736,1
2949,2011-10-24,5114.7,5145.65,5084.75,5098.35,126073195,2011,24.0,Uptrend,24.0,0.0,98.64747799846592,0.047373016280622515,26597445811,4966.714870019092,1
2950,2011-10-25,5137.9,5211.0,5085.55,5191.6,221084588,2011,65.0,Uptrend,65.0,0.0,98.33203424752035,0.0736650535633041,26818530399,4978.243487900603,1
2951,2011-10-26,5214.95,5219.25,5196.15,5201.8,27496887,2011,8.0,Uptrend,8.0,0.0,98.28912368059011,0.046376665828514074,26846027286,4999.48065472694,1
2952,2011-10-28,5341.9,5399.7,5322.8,5360.7,246078412,2011,180.0,Uptrend,180.0,0.0,97.22200563456163,0.08386744576315741,27092105698,5002.605715687452,1
2953,2011-10-31,5358.9,5360.25,5314.6,5326.6,149483502,2011,-39.0,Downtrend,0.0,39.0,97.78538715083184,0.06203830164790802,26942622196,5032.8515230583325,0
2954,2011-11-01,5278.6,5310.85,5238.3,5257.95,152491922,2011,-49.0,Downtrend,0.0,49.0,98.27119206999511,0.06366257017144594,26790130274,5047.93940136685,0
2955,2011-11-02,5216.75,5300.1,5204.95,5258.45,144375106,2011,-10.0,Downtrend,0.0,10.0,98.35257987062523,0.08432828126610992,26934505380,5065.034453424328,0
2956,2011-11-03,5241.55,5281.6,5201.85,5265.75,160282802,2011,-18.0,Downtrend,0.0,18.0,98.49355156484188,0.10343346290456101,27094788182,5084.3614789510675,0
2957,2011-11-04,5325.4,5326.45,5256.8,5284.2,149015829,2011,44.0,Uptrend,44.0,0.0,98.26094730750192,0.11215877759770998,27243804011,5112.480936307102,1
2958,2011-11-08,5292.25,5304.25,5252.0,5289.35,120652007,2011,-22.0,Downtrend,0.0,22.0,98.457891379701,0.08209817821012466,27364456018,5142.0714360471675,0
2959,2011-11-09,5309.7,5317.5,5211.75,5221.05,146428609,2011,13.0,Uptrend,13.0,0.0,98.38350026774982,0.048487830347819116,27218027409,5164.985227512445,1
2960,2011-11-11,5159.75,5198.6,5142.25,5168.85,168514208,2011,-118.0,Downtrend,0.0,118.0,99.070065951311,0.03910058600621191,27049513201,5179.728688770322,0
2961,2011-11-14,5217.35,5228.9,5140.55,5148.35,134448100,2011,30.0,Uptrend,30.0,0.0,98.94997608092413,0.009599168529631052,26915065101,5191.913874326703,1
2962,2011-11-15,5131.2,5158.75,5052.85,5068.5,149592578,2011,-70.0,Downtrend,0.0,70.0,99.19591006554943,-0.0018413304843586387,26765472523,5195.941612922195,0
2963,2011-11-16,5059.1,5065.2,4989.5,5030.45,161406885,2011,-93.0,Downtrend,0.0,93.0,99.40057882419244,-0.019844903844280393,26604065638,5195.77071326162,0
2964,2011-11-17,5027.1,5036.8,4919.45,4934.75,149238976,2011,-28.0,Downtrend,0.0,28.0,99.4471386713743,-0.03585209788501931,26454826662,5189.942531071158,0
2965,2011-11-18,4899.15,4915.9,4837.95,4905.8,192274363,2011,-120.0,Downtrend,0.0,120.0,99.59495472217715,-0.0261439205955335,26262552299,5179.962507780122,0
2966,2011-11-21,4873.8,4873.8,4764.8,4778.35,154119333,2011,-42.0,Downtrend,0.0,42.0,99.63260082103976,-0.07020616249768918,26108432966,5168.138849594106,0
2967,2011-11-22,4794.85,4854.0,4782.55,4812.35,174212435,2011,-19.0,Downtrend,0.0,19.0,99.6488556102306,-0.05490092107071998,26282645401,5149.13707222683,0
2968,2011-11-23,4779.5,4779.5,4640.95,4706.45,178819371,2011,-74.0,Downtrend,0.0,74.0,99.7047100904765,-0.06802047545025203,26103826030,5132.067799942766,0
2969,2011-11-24,4707.55,4771.1,4639.1,4756.45,213363083,2011,-8.0,Downtrend,0.0,8.0,99.7101842308277,-0.06706091186364227,26317189113,5110.4700658269885,0
2970,2011-11-25,4731.3,4767.3,4693.1,4710.05,162839558,2011,-3.0,Downtrend,0.0,3.0,99.71239202416197,-0.09275560520841364,26154349555,5087.29499097399,0
2971,2011-11-28,4769.3,4859.1,4766.4,4851.3,145259101,2011,91.0,Uptrend,91.0,0.0,99.44786377137093,-0.067380522126956,26299608656,5060.3453810207775,1
2972,2011-11-29,4864.2,4866.1,4787.1,4805.1,155570321,2011,7.0,Uptrend,7.0,0.0,99.42537351506077,-0.10364318092786384,26144038335,5049.814671187615,1
2973,2011-11-30,4766.15,4851.55,4754.8,4832.05,282217865,2011,-14.0,Downtrend,0.0,14.0,99.45211464851629,-0.09284534224458385,26426256200,5013.584928109325,0
2974,2011-12-01,4970.85,5011.9,4916.7,4936.85,183915785,2011,160.0,Uptrend,160.0,0.0,98.85387360351488,-0.061069428199203024,26610171985,4983.837023323739,1
2975,2011-12-02,4940.85,5062.55,4918.4,5050.15,180190935,2011,50.0,Uptrend,50.0,0.0,98.64724429520848,-0.039612433321606244,26790362920,4968.673648110698,1
2976,2011-12-05,5036.5,5055.4,5002.55,5039.15,137254409,2011,-7.0,Downtrend,0.0,7.0,98.68884629932236,-0.043032806342876206,26653108511,4960.597423620292,0
2977,2011-12-07,5050.1,5099.25,5032.25,5062.6,169428273,2011,43.0,Uptrend,43.0,0.0,98.4784910491948,-0.04193633851860257,26822536784,4949.179270965794,1
2978,2011-12-08,5037.4,5049.05,4921.45,4943.65,178853365,2011,-50.0,Downtrend,0.0,50.0,98.80016001208675,-0.06535774717120268,26643683419,4940.039677780974,0
2979,2011-12-09,4870.75,4918.35,4841.75,4866.7,173612823,2011,-130.0,Downtrend,0.0,130.0,99.25168330940681,-0.06786948985357355,26470070596,4927.898100849077,0
2980,2011-12-12,4906.85,4910.25,4755.55,4764.6,178338170,2011,-8.0,Downtrend,0.0,8.0,99.27026046800013,-0.0782088859224005,26291732426,4912.354254200896,0
2981,2011-12-13,4733.6,4824.7,4728.5,4800.6,181043707,2011,-85.0,Downtrend,0.0,85.0,99.43442342346033,-0.06754591276816846,26472776133,4892.216977135773,0
2982,2011-12-14,4788.7,4839.55,4750.4,4763.25,176252160,2011,14.0,Uptrend,14.0,0.0,99.39290177293638,-0.06022491861497481,26296523973,4877.6453571479215,1
2983,2011-12-15,4712.8,4768.65,4673.85,4746.35,200317864,2011,-70.0,Downtrend,0.0,70.0,99.50434176324934,-0.05647606078979006,26096206109,4863.838680628021,0
2984,2011-12-16,4752.5,4818.85,4628.2,4651.6,202060039,2011,50.0,Uptrend,50.0,0.0,99.35699759819727,-0.05737879325193773,25894146070,4849.701990862649,1
2985,2011-12-19,4623.15,4623.15,4555.9,4613.1,176447660,2011,-195.0,Downtrend,0.0,195.0,99.60287356171865,-0.05966407109951477,25717698410,4835.137956463008,0
2986,2011-12-20,4635.8,4637.25,4531.15,4544.2,195304596,2011,14.0,Uptrend,14.0,0.0,99.57205092163555,-0.04900227065828178,25522393814,4820.497868991924,1
2987,2011-12-21,4636.45,4707.35,4601.95,4693.15,211310871,2011,70.0,Uptrend,70.0,0.0,99.40171527907103,-0.024769603208411817,25733704685,4807.476602585758,1
2988,2011-12-22,4636.9,4740.6,4632.95,4733.85,170789015,2011,33.0,Uptrend,33.0,0.0,99.31296144426108,0.0058217977456469505,25904493700,4800.685525923816,1
2989,2011-12-23,4763.2,4763.45,4693.2,4714.0,141982548,2011,22.0,Uptrend,22.0,0.0,99.24756388176955,-0.008924723270506307,25762511152,4802.165062395057,1
2990,2011-12-26,4718.15,4787.25,4718.15,4779.0,90847991,2011,23.0,Uptrend,23.0,0.0,99.17199684185708,0.01463891041496379,25853359143,4801.397923360933,1
2991,2011-12-27,4780.2,4800.5,4723.65,4750.5,104828343,2011,13.0,Uptrend,13.0,0.0,99.1247890571978,-0.02077793581101972,25748530800,4805.034360127504,1
2992,2011-12-28,4756.2,4756.2,4685.65,4705.8,117463489,2011,-44.0,Downtrend,0.0,44.0,99.2546510632404,-0.02066554286071054,25631067311,4801.4712562563545,0
2993,2011-12-29,4681.15,4701.8,4639.05,4646.25,146003804,2011,-54.0,Downtrend,0.0,54.0,99.37903950095662,-0.03845158887014832,25485063507,4798.052706960949,0
2994,2011-12-30,4659.95,4690.45,4608.9,4624.3,113900727,2011,-11.0,Downtrend,0.0,11.0,99.40145412623266,-0.06330960025117238,25371162780,4788.476090028345,0
2995,2012-01-02,4640.2,4645.95,4588.05,4636.75,108460668,2012,-44.0,Downtrend,0.0,44.0,99.48359218502394,-0.0818589546845142,25479623448,4774.309481698453,0
2996,2012-01-03,4675.8,4773.1,4675.8,4765.3,146621115,2012,127.0,Uptrend,127.0,0.0,99.03836584086577,-0.05434448270045533,25626244563,4753.952340872509,1
2997,2012-01-04,4774.95,4782.85,4728.85,4749.65,165938849,2012,9.0,Uptrend,9.0,0.0,99.00349315995159,-0.06181606289258501,25460305714,4742.1802326048655,1
2998,2012-01-05,4749.0,4779.8,4730.15,4749.95,177862936,2012,-3.0,Downtrend,0.0,3.0,99.01600685807561,-0.03918157636564079,25638168650,4725.500251014549,0
2999,2012-01-06,4724.15,4794.9,4686.85,4754.1,176057282,2012,15.0,Uptrend,15.0,0.0,98.9459063329499,-0.023136827829946305,25814225932,4714.596228178722,1
3000,2012-01-07,4755.6,4759.4,4743.05,4746.9,18783880,2012,-35.0,Downtrend,0.0,35.0,99.10576352372769,-0.003714897368089831,25795442052,4708.4826937325015,0
3001,2012-01-09,4747.55,4758.7,4695.45,4742.8,147534537,2012,0.0,No change,0.0,0.0,99.10576352372769,-0.012040161646460934,25647907515,4705.410099803245,0
3002,2012-01-10,4771.85,4855.9,4768.25,4849.55,201661174,2012,97.0,Uptrend,97.0,0.0,98.58740792626676,0.018117881698420213,25849568689,4701.489678639629,1
3003,2012-01-11,4863.15,4877.2,4841.6,4860.95,209079758,2012,21.0,Uptrend,21.0,0.0,98.46337384136157,0.024144869215291687,26058648447,4707.784141686769,1
3004,2012-01-12,4840.95,4869.2,4803.9,4831.25,183068697,2012,-8.0,Downtrend,0.0,8.0,98.53914458803636,0.038621119614756116,25875579750,4715.822162951054,0
3005,2012-01-13,4861.95,4898.85,4834.2,4866.0,230940604,2012,29.0,Uptrend,29.0,0.0,98.34028681481152,0.05482213695779392,26106520354,4727.176539643959,1
3006,2012-01-16,4844.0,4880.8,4827.05,4873.9,160479891,2012,-18.0,Downtrend,0.0,18.0,98.53832629719899,0.07255402491087537,26267000245,4744.240303255702,0
3007,2012-01-17,4904.5,4975.55,4904.0,4967.3,223004183,2012,94.0,Uptrend,94.0,0.0,97.84543616023718,0.05841492387841862,26490004428,4764.043268006173,1
3008,2012-01-18,4977.75,4980.65,4931.05,4955.8,211198796,2012,5.0,Uptrend,5.0,0.0,97.80470073785142,0.046885727262165,26278805632,4783.911956799449,1
3009,2012-01-19,4995.0,5023.8,4991.4,5018.4,203487608,2012,43.0,Uptrend,43.0,0.0,97.41749982822665,0.06457361052184973,26482293240,4798.4947506421195,1
3010,2012-01-20,5044.85,5064.15,5004.3,5048.6,221048007,2012,40.0,Uptrend,40.0,0.0,97.01939852579729,0.0564134756225152,26703341247,4816.582323337661,1
3011,2012-01-23,5025.35,5059.55,5021.35,5046.25,158177571,2012,-4.0,Downtrend,0.0,4.0,97.14459811588176,0.062256604567940244,26545163676,4833.323743416997,0
3012,2012-01-24,5064.8,5141.05,5049.8,5127.35,202006565,2012,81.0,Uptrend,81.0,0.0,96.20129941560555,0.08958094266649663,26747170241,4846.08054025435,1
3013,2012-01-25,5151.5,5174.15,5130.25,5158.3,219175709,2012,33.0,Uptrend,33.0,0.0,95.77653918214784,0.11020715630885136,26966345950,4867.604564769561,1
3014,2012-01-27,5216.75,5217.0,5162.4,5204.7,215923377,2012,42.0,Uptrend,42.0,0.0,95.17902957144656,0.12551088813442024,27182269327,4895.211953736118,1
3015,2012-01-30,5163.55,5166.15,5076.7,5087.3,181141437,2012,-50.0,Downtrend,0.0,50.0,97.29658442719106,0.09716935353426437,27001127890,4922.493748688466,0
3016,2012-01-31,5125.25,5215.4,5120.15,5199.25,215770719,2012,49.0,Uptrend,49.0,0.0,96.81983107906716,0.09106457096090481,27216898609,4939.149100897838,1
3017,2012-02-01,5198.15,5244.6,5159.0,5235.7,234899358,2012,29.0,Uptrend,29.0,0.0,96.5079698663846,0.10233385617887647,27451797967,4961.074038540775,1
3018,2012-02-02,5272.1,5289.95,5225.75,5269.9,337960651,2012,45.0,Uptrend,45.0,0.0,95.9731080769381,0.10946431015063318,27789758618,4987.3428299230945,1
3019,2012-02-03,5276.1,5334.85,5255.55,5325.85,217358188,2012,44.0,Uptrend,44.0,0.0,95.39508200272925,0.12026461370185726,28007116806,5022.195438540418,1
3020,2012-02-06,5379.45,5390.05,5327.25,5361.65,215080487,2012,55.0,Uptrend,55.0,0.0,94.5964933475723,0.1295055720575533,28222197293,5050.547666194069,1
3021,2012-02-07,5412.95,5413.35,5322.95,5335.15,181194561,2012,23.0,Uptrend,23.0,0.0,94.22738490695909,0.1248945770430967,28041002732,5067.882535923203,1
3022,2012-02-08,5343.8,5396.9,5325.2,5368.15,236135416,2012,-16.0,Downtrend,0.0,16.0,95.50128152584406,0.10693775711148445,28277138148,5090.708994350532,0
3023,2012-02-09,5343.05,5423.4,5338.9,5412.35,255306965,2012,26.0,Uptrend,26.0,0.0,95.10424210228948,0.1134346166901532,28532445113,5117.521896648807,1
3024,2012-02-10,5399.8,5427.75,5341.05,5381.6,225352093,2012,4.0,Uptrend,4.0,0.0,95.03672932581462,0.11391461836998706,28307093020,5147.478882485963,1
3025,2012-02-13,5382.1,5421.05,5351.4,5390.2,181561910,2012,-6.0,Downtrend,0.0,6.0,95.53533577942132,0.10772708590217839,28488654930,5172.941469735838,0
3026,2012-02-14,5380.8,5428.05,5377.95,5416.05,201409996,2012,7.0,Uptrend,7.0,0.0,95.40553469585564,0.11123535566999743,28690064926,5198.622185627088,1
3027,2012-02-15,5460.6,5542.1,5460.6,5531.95,314366096,2012,114.0,Uptrend,114.0,0.0,93.06911519167335,0.1136734241942301,29004431022,5220.734068353326,1
3028,2012-02-16,5513.75,5531.4,5483.75,5521.95,270060477,2012,-10.0,Downtrend,0.0,10.0,94.34731193826796,0.11423988054400902,28734370545,5255.588005365908,0
3029,2012-02-17,5574.2,5606.7,5545.2,5564.3,329307516,2012,75.0,Uptrend,75.0,0.0,92.816354757563,0.10877969073808402,29063678061,5285.727550533522,1
3030,2012-02-21,5561.9,5621.5,5561.75,5607.15,231132126,2012,14.0,Uptrend,14.0,0.0,92.50049411817545,0.1106346313829576,29294810187,5317.404622844001,1
3031,2012-02-22,5609.75,5629.95,5491.35,5505.35,263013427,2012,8.0,Uptrend,8.0,0.0,92.30100318803595,0.09097844934357213,29031796760,5344.741722131138,1
3032,2012-02-23,5490.05,5537.4,5460.8,5483.3,307246519,2012,-92.0,Downtrend,0.0,92.0,97.81528529478948,0.06942182608950032,28724550241,5363.661742709364,0
3033,2012-02-24,5479.15,5521.4,5405.9,5429.3,364660634,2012,-16.0,Downtrend,0.0,16.0,98.0787565064766,0.05253668844386716,28359889607,5381.143228508312,0
3034,2012-02-27,5448.1,5449.8,5268.15,5281.2,235318961,2012,-71.0,Downtrend,0.0,71.0,98.79112925775418,0.014698253501642666,28124570646,5394.480098523416,0
3035,2012-02-28,5310.5,5391.1,5306.45,5375.5,208133889,2012,-58.0,Downtrend,0.0,58.0,99.09299897972788,0.056650875710101634,28332704535,5397.345286494281,0
3036,2012-02-29,5424.95,5458.8,5352.25,5385.2,226022232,2012,67.0,Uptrend,67.0,0.0,98.77151473341061,0.035764773765446956,28558726767,5407.616436981571,1
3037,2012-03-01,5366.0,5372.45,5297.5,5339.75,196867905,2012,-86.0,Downtrend,0.0,86.0,99.15317906501944,0.019873178371564437,28361858862,5415.538707353582,0
3038,2012-03-02,5369.45,5392.55,5315.05,5359.35,185021526,2012,20.0,Uptrend,20.0,0.0,99.0726674514046,0.016973756617772784,28546880388,5421.006178542848,1
3039,2012-03-03,5360.05,5369.6,5353.4,5359.4,16770991,2012,-22.0,Downtrend,0.0,22.0,99.15445492506439,0.006299463935334204,28563651379,5429.192741725135,0
3040,2012-03-05,5342.55,5344.5,5265.7,5280.35,196421155,2012,-25.0,Downtrend,0.0,25.0,99.23859747373143,-0.015163242658509879,28367230224,5433.777596149643,0
3041,2012-03-06,5266.0,5382.05,5206.4,5222.4,290396014,2012,37.0,Uptrend,37.0,0.0,99.0738672879792,-0.021133426426623414,28076834210,5430.616034036155,1
3042,2012-03-07,5207.05,5243.85,5171.45,5220.45,230726017,2012,-138.0,Downtrend,0.0,138.0,99.4443817339525,-0.0275141342920745,27846108193,5421.498465784416,0
3043,2012-03-09,5294.1,5342.3,5291.6,5333.55,203005845,2012,98.0,Uptrend,98.0,0.0,99.12694335126875,-0.014559294945818424,28049114038,5414.353411768743,1
3044,2012-03-12,5420.1,5421.9,5327.3,5359.55,176668237,2012,79.0,Uptrend,79.0,0.0,98.84411291256181,-0.004097294484911584,28225782275,5410.955341340445,1
3045,2012-03-13,5391.05,5438.65,5390.8,5429.5,179965296,2012,16.0,Uptrend,16.0,0.0,98.78080110216506,0.00729100961003315,28405747571,5410.42242344735,1
3046,2012-03-14,5490.55,5499.4,5437.8,5463.9,181714070,2012,60.0,Uptrend,60.0,0.0,98.51839030907323,0.008834851967762347,28587461641,5411.958120133458,1
3047,2012-03-15,5462.5,5462.5,5362.3,5380.5,160257651,2012,-36.0,Downtrend,0.0,36.0,98.73652054029588,-0.02737732625927558,28427203990,5413.8280492562935,0
3048,2012-03-16,5380.35,5445.65,5305.0,5317.9,267521147,2012,-16.0,Downtrend,0.0,16.0,98.82159511018769,-0.03695252582873809,28159682843,5404.289002981469,0
3049,2012-03-19,5337.35,5340.7,5238.55,5257.05,179877454,2012,-104.0,Downtrend,0.0,104.0,99.20456927462749,-0.05521808673148465,27979805389,5391.955439126012,0
3050,2012-03-20,5257.15,5297.35,5233.25,5274.85,181345285,2012,-43.0,Downtrend,0.0,43.0,99.30689081026318,-0.05926361877246,28161150674,5373.116638010171,0
3051,2012-03-21,5267.2,5372.35,5256.0,5364.95,199787985,2012,75.0,Uptrend,75.0,0.0,99.05574978407795,-0.025502465783283634,28360938659,5356.19977283737,1
3052,2012-03-22,5361.1,5385.95,5205.65,5228.45,205581062,2012,13.0,Uptrend,13.0,0.0,99.00763645064035,-0.04647748618532643,28155357597,5347.249737196474,1
3053,2012-03-23,5255.65,5312.0,5220.0,5278.2,172738574,2012,-73.0,Downtrend,0.0,73.0,99.23352941079169,-0.027830475383566977,28328096171,5331.042463832406,0
3054,2012-03-26,5274.35,5274.95,5174.9,5184.25,169785835,2012,-37.0,Downtrend,0.0,37.0,99.31985574750998,-0.018357570249185717,28158310336,5319.497277393129,0
3055,2012-03-27,5242.95,5277.95,5184.65,5243.15,208775421,2012,3.0,Uptrend,3.0,0.0,99.30962902461096,-0.024620965491582214,28367085757,5315.853395392431,1
3056,2012-03-28,5231.7,5236.55,5169.6,5194.75,145803597,2012,-41.0,Downtrend,0.0,41.0,99.4006675363448,-0.03536544603728731,28221282160,5308.647502877928,0
3057,2012-03-29,5145.95,5194.3,5135.95,5178.85,242557889,2012,-42.0,Downtrend,0.0,42.0,99.47820421649625,-0.03013249683973962,27978724271,5299.602704030539,0
3058,2012-03-30,5206.6,5307.1,5203.65,5295.55,164790056,2012,112.0,Uptrend,112.0,0.0,99.09042791594382,-0.011904428708705339,28143514327,5289.801394651076,1
3059,2012-04-02,5296.35,5331.55,5278.8,5317.9,134538287,2012,24.0,Uptrend,24.0,0.0,98.99858616054982,-0.007743404112400598,28278052614,5286.643172634658,1
3060,2012-04-03,5353.2,5378.75,5344.45,5358.5,152496489,2012,47.0,Uptrend,47.0,0.0,98.7997970978878,0.01480015529273615,28430549103,5287.410089107076,1
3061,2012-04-04,5328.65,5338.4,5305.3,5322.9,122106162,2012,-40.0,Downtrend,0.0,40.0,98.98729393824513,0.019244025735294157,28308442941,5290.587494798912,0
3062,2012-04-09,5282.5,5287.9,5228.0,5234.4,111914936,2012,-50.0,Downtrend,0.0,50.0,99.16652018620215,0.0026721834324627824,28196528005,5297.040391361607,0
3063,2012-04-10,5254.1,5255.8,5211.85,5243.6,156106794,2012,-32.0,Downtrend,0.0,32.0,99.25895163314804,-0.01686493986181803,28352634799,5300.034019047331,0
3064,2012-04-11,5209.45,5263.65,5190.8,5226.85,167013527,2012,7.0,Uptrend,7.0,0.0,99.23181346372213,-0.024759541379406835,28185621272,5295.591162535257,1
3065,2012-04-12,5246.75,5290.6,5246.75,5276.85,152684788,2012,26.0,Uptrend,26.0,0.0,99.12040413660522,-0.028114927709733784,28338306060,5289.091220971431,1
3066,2012-04-13,5255.7,5306.75,5185.4,5207.45,164225858,2012,16.0,Uptrend,16.0,0.0,99.04462775216942,-0.04693533922655979,28174080202,5281.28717799402,1
3067,2012-04-16,5190.6,5233.5,5183.5,5226.2,119730347,2012,-73.0,Downtrend,0.0,73.0,99.30599959930073,-0.028677632190316937,28293810549,5268.191661410304,0
3068,2012-04-17,5266.6,5298.2,5208.35,5289.7,178895417,2012,64.0,Uptrend,64.0,0.0,99.03809586601535,-0.005302845108031362,28472705966,5261.457710615694,1
3069,2012-04-18,5320.7,5342.0,5293.45,5300.0,152743439,2012,43.0,Uptrend,43.0,0.0,98.83915090618254,0.008169981263256076,28625449405,5258.441251117053,1
3070,2012-04-19,5320.6,5342.45,5291.3,5332.4,133549895,2012,0.0,No change,0.0,0.0,98.83915090618254,0.010910262851076213,28758999300,5260.438477626935,0
3071,2012-04-20,5313.95,5336.15,5245.45,5290.85,135252751,2012,-6.0,Downtrend,0.0,6.0,98.87689787944367,-0.013811871499268324,28623746549,5262.587545591737,0
3072,2012-04-23,5277.4,5310.55,5187.15,5200.6,138042341,2012,-25.0,Downtrend,0.0,25.0,99.02296731721299,-0.005326626438045601,28485704208,5257.3770482879645,0
3073,2012-04-24,5215.9,5232.35,5180.35,5222.65,155674654,2012,-78.0,Downtrend,0.0,78.0,99.32424123168329,-0.010524421204198386,28641378862,5256.771755963463,0
3074,2012-04-25,5222.2,5236.1,5160.65,5202.0,142910739,2012,3.0,Uptrend,3.0,0.0,99.31099742832062,0.003423831798235133,28498468123,5253.8704747693555,1
3075,2012-04-26,5214.75,5215.6,5179.05,5189.0,185899437,2012,-20.0,Downtrend,0.0,20.0,99.37136727193095,-0.010327760983378287,28312568686,5255.301640235045,0
3076,2012-04-27,5189.0,5223.05,5154.3,5190.6,128759445,2012,7.0,Uptrend,7.0,0.0,99.33697329704678,-0.0007988834881369478,28441328131,5252.099587822603,1
3077,2012-04-28,5209.6,5216.4,5196.35,5209.0,6555703,2012,-6.0,Downtrend,0.0,6.0,99.35757992459494,0.0058217557952053856,28447883834,5252.245357216015,0
3078,2012-04-30,5201.45,5262.15,5201.45,5248.15,108138550,2012,45.0,Uptrend,45.0,0.0,99.0960008865429,-0.008950911614468815,28556022384,5258.493502662665,1
3079,2012-05-02,5254.3,5279.6,5226.45,5239.15,119333288,2012,17.0,Uptrend,17.0,0.0,98.98678016539134,-0.014808477030406775,28436689096,5255.863563228524,1
3080,2012-05-03,5211.2,5217.3,5180.65,5188.4,118573998,2012,-62.0,Downtrend,0.0,62.0,99.29344742075551,-0.03174395819725673,28318115098,5252.078559722172,0
3081,2012-05-04,5166.65,5177.2,5070.6,5086.85,153304687,2012,-40.0,Downtrend,0.0,40.0,99.41810568403766,-0.04434612711116104,28164810411,5243.26516843163,0
3082,2012-05-07,5017.8,5124.75,4988.0,5114.15,168271798,2012,-52.0,Downtrend,0.0,52.0,99.5350844414527,-0.022973024606449677,28333082209,5230.916598739018,0
3083,2012-05-08,5114.7,5119.95,4983.6,4999.95,164262546,2012,-4.0,Downtrend,0.0,4.0,99.54286044861496,-0.04646616828133354,28168819663,5223.723216735654,0
3084,2012-05-09,4967.9,5016.25,4956.45,4974.8,180441209,2012,-103.0,Downtrend,0.0,103.0,99.68919657745677,-0.048222160574724726,27988378454,5209.455864705683,0
3085,2012-05-10,4984.15,5039.3,4950.3,4965.7,141031231,2012,23.0,Uptrend,23.0,0.0,99.60842384396562,-0.05896510228640206,27847347223,5193.338087711744,1
3086,2012-05-11,4938.85,4976.25,4906.15,4928.9,138526070,2012,-63.0,Downtrend,0.0,63.0,99.68339891349325,-0.053490672017974306,27708821153,5177.293188174104,0
3087,2012-05-14,4934.35,4957.2,4874.5,4907.8,126951751,2012,-19.0,Downtrend,0.0,19.0,99.70224565540133,-0.06092380697256128,27581869402,5163.082749040631,0
3088,2012-05-15,4869.85,4955.2,4868.55,4942.8,142119571,2012,-2.0,Downtrend,0.0,2.0,99.70428895342175,-0.06558027865474403,27723988973,5148.691704550353,0
3089,2012-05-16,4875.3,4882.25,4837.05,4858.25,165048505,2012,-72.0,Downtrend,0.0,72.0,99.76723008634895,-0.08334905660377356,27558940468,5128.808435744187,0
3090,2012-05-17,4878.6,4922.25,4850.2,4870.2,155654031,2012,40.0,Uptrend,40.0,0.0,99.63196032852557,-0.08667766859200354,27714594499,5103.086422163112,1
3091,2012-05-18,4796.4,4908.5,4788.95,4891.45,154508649,2012,-13.0,Downtrend,0.0,13.0,99.64855142438628,-0.07548881559673781,27869103148,5078.985346727823,0
3092,2012-05-21,4888.5,4937.5,4888.5,4906.05,116506971,2012,29.0,Uptrend,29.0,0.0,99.53429930578625,-0.05663769565050192,27985610119,5058.358667752613,1
3093,2012-05-22,4954.7,4956.35,4849.9,4860.5,130808278,2012,18.0,Uptrend,18.0,0.0,99.45591944946898,-0.06934219218212967,27854801841,5044.875993519574,1
3094,2012-05-23,4843.0,4853.75,4803.95,4835.65,136108067,2012,-102.0,Downtrend,0.0,102.0,99.63177435748658,-0.07042483660130727,27718693774,5026.025836491475,0
3095,2012-05-24,4863.4,4931.9,4830.15,4921.4,140474832,2012,78.0,Uptrend,78.0,0.0,99.35347778614417,-0.05157063017922536,27859168606,5007.396161087596,1
3096,2012-05-25,4905.95,4935.8,4889.35,4920.4,118191157,2012,3.0,Uptrend,3.0,0.0,99.3416473650952,-0.052055639039802815,27740977449,4990.38914848157,1
3097,2012-05-28,4931.7,4994.95,4931.3,4985.65,97260991,2012,59.0,Uptrend,59.0,0.0,99.08449137071499,-0.042877711652908546,27838238440,4977.706267663992,1
3098,2012-05-29,5005.35,5020.15,4982.15,4990.1,124219839,2012,25.0,Uptrend,25.0,0.0,98.96405702901149,-0.04916970742071003,27962458279,4977.438325527291,1
3099,2012-05-30,4964.25,4982.25,4944.9,4950.75,146005250,2012,-37.0,Downtrend,0.0,37.0,99.13290852986891,-0.0550470973344912,27816453029,4967.515141010648,0
3100,2012-05-31,4896.1,4949.25,4883.55,4924.25,296911390,2012,-33.0,Downtrend,0.0,33.0,99.25255247782314,-0.05091164906329493,27519541639,4955.144826419829,0
3101,2012-06-01,4910.85,4925.0,4831.75,4841.6,138767416,2012,-24.0,Downtrend,0.0,24.0,99.32695221270272,-0.048212548040535874,27380774223,4942.853916561714,0
3102,2012-06-04,4797.3,4858.3,4770.35,4848.15,152339865,2012,-66.0,Downtrend,0.0,66.0,99.48255781344905,-0.05201255340574684,27533114088,4930.739504663556,0
3103,2012-06-05,4869.45,4898.95,4847.7,4863.3,141476962,2012,40.0,Uptrend,40.0,0.0,99.32535433767431,-0.027330273302732966,27674591050,4916.092683310794,1
